Humerus_w,Humerus_x,Humerus_y,Humerus_z,Radius_w,Radius_x,Radius_y,Radius_z,Rotation_Angle,Timestamp
0.1062953521566382,-0.8889730691646837,-0.1364241523472228,-0.4240479112861666,0.3047627208285089,0.519691992649116,0.6183779190141542,0.5046272545605516,108.09746757873316,2025-05-14 09:17:00
0.1066382542680001,-0.8837812958039897,-0.152593586753748,-0.4292715937437749,0.318145006400452,0.5052130698574702,0.6042891266605537,0.5276155421777043,102.721616102835,2025-05-14 09:17:00
0.1057945617766591,-0.8869965587111427,-0.1427371951623618,-0.4262284700137437,0.3357396076237806,0.4835749112643164,0.5838668468223412,0.5590471592362088,98.61012316769244,2025-05-14 09:17:00
0.1027954176055534,-0.8843169174895016,-0.1537584530752765,-0.4286898991917861,0.3454935618626231,0.4828806411570871,0.5537120437730348,0.5838351288573573,96.72700353821612,2025-05-14 09:17:00
0.0961173887044168,-0.8900446925791266,-0.1416826875640699,-0.4225019631256101,0.3533951088160176,0.483703001980347,0.5548662151636607,0.5772926348136355,94.70294308573206,2025-05-14 09:17:00
0.1010019489284086,-0.8732413957732026,-0.1415813034042001,-0.4551953487757755,0.3467498052577695,0.4862877903264512,0.5574141302885599,0.5766959726647696,94.51839410323326,2025-05-14 09:17:00
0.1041728071569899,-0.8784687264606771,-0.1410281554542828,-0.4444679766290834,0.3491139955562047,0.4775182375155654,0.5578786189154301,0.5821230089111945,95.81285811931916,2025-05-14 09:17:00
0.1090288964553772,-0.869772651418315,-0.1279895266443221,-0.4639255496864119,0.3433270451397864,0.4881304207608719,0.5526005355555967,0.5817971128383715,96.39710837705417,2025-05-14 09:17:00
0.1084142780177436,-0.8691981199267034,-0.1385518666904367,-0.4621085942442223,0.3514931078146017,0.487944768316821,0.5563627770739437,0.5734308663802866,94.72325742818924,2025-05-14 09:17:00
0.1149790091015935,-0.8720582367249164,-0.1369931668238706,-0.4555514586408569,0.3463228938011659,0.4795707542142367,0.546963877013112,0.5923705446545766,94.5682799299901,2025-05-14 09:17:00
0.1149452193412177,-0.872165497108653,-0.144401884193604,-0.4530596407153839,0.3486520320121755,0.4878094638002539,0.5479883000850947,0.5832602425766203,95.58406329230856,2025-05-14 09:17:00
0.1009796246113518,-0.8713042437999979,-0.1455965377323887,-0.457639244765793,0.3595534713122472,0.4770620960486058,0.5505010044451696,0.5831652440654221,95.85975109171524,2025-05-14 09:17:00
0.0962530463085029,-0.870132457810615,-0.1391234517323304,-0.4628709562274058,0.3494935211596255,0.4937996720169986,0.5482147871290012,0.5774744234651912,95.57417284853022,2025-05-14 09:17:00
0.1137730378464463,-0.8691178165812258,-0.1453580257465949,-0.4588692200522127,0.3477008649894131,0.4832600227671467,0.5537728604727187,0.5821507346766589,95.49422051990516,2025-05-14 09:17:00
0.0958940674334494,-0.8690139523082233,-0.1409512009829291,-0.4644909444393724,0.3571789638976128,0.4711745951504933,0.5575356530477351,0.5827277959857692,94.85191135774048,2025-05-14 09:17:00
0.1033066326698526,-0.8684491672742638,-0.1356232325695679,-0.4655428254139833,0.358069613142745,0.4749036828898526,0.5504257879421314,0.585904511067924,94.09841914922532,2025-05-14 09:17:00
0.1075583107562659,-0.8688557459213471,-0.1452351333985984,-0.4608987509132669,0.3562997056630551,0.4721826764784055,0.5534013828208635,0.5863795266464082,94.0780595820974,2025-05-14 09:17:00
0.0983480917397029,-0.8709700609431618,-0.14850317717813,-0.457914415758911,0.360591455126511,0.4764444136115335,0.5453393272658659,0.5878601375882875,95.06620291454654,2025-05-14 09:17:00
