Humerus_w,Humerus_x,Humerus_y,Humerus_z,Radius_w,Radius_x,Radius_y,Radius_z,Rotation_Angle,Force
1.0,0.0,0.0,0.0,0.076,0.545,0.674,0.494,48.8,0.0
1.0,0.0,0.0,0.0,0.076,0.545,0.674,0.494,48.8,0.0
1.0,0.0,0.0,0.0,0.081,0.563,0.664,0.485,47.9,0.0
1.0,0.0,0.0,0.0,0.081,0.563,0.664,0.485,47.9,0.0
1.0,0.0,0.0,0.0,0.078,0.579,0.661,0.471,46.2,0.0
1.0,0.0,0.0,0.0,0.078,0.579,0.661,0.471,46.2,0.0
1.0,0.0,0.0,0.0,0.077,0.579,0.661,0.47,46.1,0.0
1.0,0.0,0.0,0.0,0.077,0.579,0.661,0.47,46.1,0.0
1.0,0.0,0.0,0.0,0.077,0.579,0.661,0.47,46.1,0.0
1.0,0.0,0.0,0.0,0.077,0.579,0.661,0.47,46.1,0.0
1.0,0.0,0.0,0.0,0.079,0.603,0.649,0.457,44.7,0.0
1.0,0.0,0.0,0.0,0.079,0.603,0.649,0.457,44.7,0.0
1.0,0.0,0.0,0.0,0.079,0.603,0.649,0.457,44.7,0.0
1.0,0.0,0.0,0.0,0.079,0.603,0.649,0.457,44.7,0.0
1.0,0.0,0.0,0.0,0.117,0.611,0.597,0.506,52.3,0.0
1.0,0.0,0.0,0.0,0.117,0.611,0.597,0.506,52.3,0.0
1.0,0.0,0.0,0.0,0.117,0.611,0.597,0.506,52.3,0.0
1.0,0.0,0.0,0.0,0.117,0.611,0.597,0.506,52.3,0.0
1.0,0.0,0.0,0.0,0.117,0.611,0.597,0.506,52.3,0.0
1.0,0.0,0.0,0.0,0.117,0.611,0.597,0.506,52.3,0.0
1.0,0.0,0.0,0.0,0.117,0.611,0.597,0.506,52.3,0.0
1.0,0.0,0.0,0.0,0.169,0.561,0.5,0.638,69.8,0.0
1.0,0.0,0.0,0.0,0.169,0.561,0.5,0.638,69.8,0.0
1.0,0.0,0.0,0.0,0.169,0.561,0.5,0.638,69.8,0.0
1.0,0.0,0.0,0.0,0.169,0.561,0.5,0.638,69.8,0.0
1.0,0.0,0.0,0.0,0.169,0.561,0.5,0.638,69.8,0.0
1.0,0.0,0.0,0.0,0.2,0.508,0.389,0.742,84.3,0.0
1.0,0.0,0.0,0.0,0.2,0.508,0.389,0.742,84.3,0.0
1.0,0.0,0.0,0.0,0.2,0.508,0.389,0.742,84.3,0.0
1.0,0.0,0.0,0.0,0.194,0.491,0.517,0.673,75.7,0.0
1.0,0.0,0.0,0.0,0.311,0.452,0.572,0.61,82.1,0.0
1.0,0.0,0.0,0.0,0.311,0.452,0.572,0.61,82.1,0.0
1.0,0.0,0.0,0.0,0.311,0.452,0.572,0.61,82.1,0.0
1.0,0.0,0.0,0.0,0.431,0.425,0.574,0.551,89.3,0.0
1.0,0.0,0.0,0.0,0.431,0.425,0.574,0.551,89.3,0.0
1.0,0.0,0.0,0.0,0.431,0.425,0.574,0.551,89.3,0.0
1.0,0.0,0.0,0.0,0.431,0.425,0.574,0.551,89.3,0.0
1.0,0.0,0.0,0.0,0.431,0.425,0.574,0.551,89.3,0.0
1.0,0.0,0.0,0.0,0.326,0.48,0.609,0.54,76.6,0.0
1.0,0.0,0.0,0.0,0.326,0.48,0.609,0.54,76.6,0.0
1.0,0.0,0.0,0.0,0.285,0.503,0.606,0.546,72.6,0.0
1.0,0.0,0.0,0.0,0.285,0.503,0.606,0.546,72.6,0.0
1.0,0.0,0.0,0.0,0.285,0.503,0.606,0.546,72.6,0.0
1.0,0.0,0.0,0.0,0.285,0.503,0.606,0.546,72.6,0.0
1.0,0.0,0.0,0.0,0.259,0.513,0.605,0.551,70.4,0.0
1.0,0.0,0.0,0.0,0.259,0.513,0.605,0.551,70.4,0.0
1.0,0.0,0.0,0.0,0.261,0.515,0.573,0.581,73.3,0.0
1.0,0.0,0.0,0.0,0.261,0.515,0.573,0.581,73.3,0.0
1.0,0.0,0.0,0.0,0.261,0.515,0.573,0.581,73.3,0.0
1.0,0.0,0.0,0.0,0.261,0.515,0.573,0.581,73.3,0.0
1.0,0.0,0.0,0.0,0.234,0.532,0.535,0.614,73.7,0.0
1.0,0.0,0.0,0.0,0.197,0.541,0.499,0.648,73.5,0.0
1.0,0.0,0.0,0.0,0.197,0.541,0.499,0.648,73.5,0.0
1.0,0.0,0.0,0.0,0.306,0.709,0.214,0.599,93.6,0.0
1.0,0.0,0.0,0.0,0.338,0.704,0.258,0.569,91.2,0.0
1.0,0.0,0.0,0.0,0.338,0.704,0.258,0.569,91.2,0.0
1.0,0.0,0.0,0.0,0.338,0.704,0.258,0.569,91.2,0.0
1.0,0.0,0.0,0.0,0.338,0.704,0.258,0.569,91.2,0.0
1.0,0.0,0.0,0.0,0.338,0.704,0.258,0.569,91.2,0.0
1.0,0.0,0.0,0.0,0.338,0.704,0.258,0.569,91.2,0.0
1.0,0.0,0.0,0.0,0.338,0.704,0.258,0.569,91.2,0.0
1.0,0.0,0.0,0.0,0.338,0.704,0.258,0.569,91.2,0.0
1.0,0.0,0.0,0.0,0.338,0.704,0.258,0.569,91.2,0.0
1.0,0.0,0.0,0.0,0.338,0.704,0.258,0.569,91.2,0.0
1.0,0.0,0.0,0.0,0.338,0.704,0.258,0.569,91.2,0.0
1.0,0.0,0.0,0.0,0.338,0.704,0.258,0.569,91.2,0.0
1.0,0.0,0.0,0.0,0.338,0.704,0.258,0.569,91.2,0.0
1.0,0.0,0.0,0.0,0.338,0.704,0.258,0.569,91.2,0.0
1.0,0.0,0.0,0.0,0.338,0.704,0.258,0.569,91.2,0.0
1.0,0.0,0.0,0.0,0.338,0.704,0.258,0.569,91.2,0.0
1.0,0.0,0.0,0.0,0.338,0.704,0.258,0.569,91.2,0.0
1.0,0.0,0.0,0.0,0.338,0.704,0.258,0.569,91.2,0.0
1.0,0.0,0.0,0.0,0.338,0.704,0.258,0.569,91.2,0.0
1.0,0.0,0.0,0.0,0.377,0.666,0.33,0.552,88.7,0.0
1.0,0.0,0.0,0.0,0.377,0.666,0.33,0.552,88.7,0.0
1.0,0.0,0.0,0.0,0.377,0.666,0.33,0.552,88.7,0.0
1.0,0.0,0.0,0.0,0.457,0.602,0.363,0.545,93.5,0.0
1.0,0.0,0.0,0.0,0.457,0.602,0.363,0.545,93.5,0.0
1.0,0.0,0.0,0.0,0.457,0.602,0.363,0.545,93.5,0.0
1.0,0.0,0.0,0.0,0.457,0.602,0.363,0.545,93.5,0.0
1.0,0.0,0.0,0.0,0.457,0.602,0.363,0.545,93.5,0.0
1.0,0.0,0.0,0.0,0.457,0.602,0.363,0.545,93.5,0.0
1.0,0.0,0.0,0.0,0.457,0.602,0.363,0.545,93.5,0.0
1.0,0.0,0.0,0.0,0.457,0.602,0.363,0.545,93.5,0.0
1.0,0.0,0.0,0.0,0.457,0.602,0.363,0.545,93.5,0.0
1.0,0.0,0.0,0.0,0.457,0.602,0.363,0.545,93.5,0.0
1.0,0.0,0.0,0.0,0.457,0.602,0.363,0.545,93.5,0.0
1.0,0.0,0.0,0.0,0.457,0.602,0.363,0.545,93.5,0.0
1.0,0.0,0.0,0.0,0.457,0.602,0.363,0.545,93.5,0.0
1.0,0.0,0.0,0.0,0.457,0.602,0.363,0.545,93.5,0.0
1.0,0.0,0.0,0.0,0.513,0.497,0.347,0.608,106.2,0.0
1.0,0.0,0.0,0.0,0.513,0.497,0.347,0.608,106.2,0.0
1.0,0.0,0.0,0.0,0.513,0.497,0.347,0.608,106.2,0.0
1.0,0.0,0.0,0.0,0.513,0.497,0.347,0.608,106.2,0.0
1.0,0.0,0.0,0.0,0.513,0.497,0.347,0.608,106.2,0.0
1.0,0.0,0.0,0.0,0.513,0.497,0.347,0.608,106.2,0.0
1.0,0.0,0.0,0.0,0.51,0.472,0.365,0.62,106.7,0.0
1.0,0.0,0.0,0.0,0.51,0.472,0.365,0.62,106.7,0.0
1.0,0.0,0.0,0.0,0.159,-0.722,-0.444,-0.506,36.6,0.0
1.0,0.0,0.0,0.0,0.496,0.338,0.52,0.608,104.6,0.0
1.0,0.0,0.0,0.0,0.496,0.338,0.52,0.608,104.6,0.0
1.0,0.0,0.0,0.0,0.496,0.338,0.52,0.608,104.6,0.0
1.0,0.0,0.0,0.0,0.496,0.338,0.52,0.608,104.6,0.0
1.0,0.0,0.0,0.0,0.496,0.338,0.52,0.608,104.6,0.0
1.0,0.0,0.0,0.0,0.496,0.338,0.52,0.608,104.6,0.0
1.0,0.0,0.0,0.0,0.496,0.338,0.52,0.608,104.6,0.0
1.0,0.0,0.0,0.0,0.496,0.338,0.52,0.608,104.6,0.0
1.0,0.0,0.0,0.0,0.496,0.338,0.52,0.608,104.6,0.0
1.0,0.0,0.0,0.0,0.496,0.338,0.52,0.608,104.6,0.0
1.0,0.0,0.0,0.0,0.496,0.338,0.52,0.608,104.6,0.0
1.0,0.0,0.0,0.0,0.496,0.338,0.52,0.608,104.6,0.0
1.0,0.0,0.0,0.0,0.496,0.338,0.52,0.608,104.6,0.0
1.0,0.0,0.0,0.0,0.518,0.314,0.533,0.59,106.1,0.0
1.0,0.0,0.0,0.0,0.518,0.314,0.533,0.59,106.1,0.0
1.0,0.0,0.0,0.0,0.518,0.314,0.533,0.59,106.1,0.0
1.0,0.0,0.0,0.0,0.518,0.314,0.533,0.59,106.1,0.0
1.0,0.0,0.0,0.0,0.689,0.199,0.498,0.487,118.2,0.0
1.0,0.0,0.0,0.0,0.689,0.199,0.498,0.487,118.2,0.0
1.0,0.0,0.0,0.0,0.689,0.199,0.498,0.487,118.2,0.0
1.0,0.0,0.0,0.0,0.689,0.199,0.498,0.487,118.2,0.0
1.0,0.0,0.0,0.0,0.689,0.199,0.498,0.487,118.2,0.0
1.0,0.0,0.0,0.0,0.689,0.199,0.498,0.487,118.2,0.0
1.0,0.0,0.0,0.0,0.689,0.199,0.498,0.487,118.2,0.0
1.0,0.0,0.0,0.0,0.689,0.199,0.498,0.487,118.2,0.0
1.0,0.0,0.0,0.0,0.689,0.199,0.498,0.487,118.2,0.0
1.0,0.0,0.0,0.0,0.689,0.199,0.498,0.487,118.2,0.0
1.0,0.0,0.0,0.0,0.689,0.199,0.498,0.487,118.2,0.0
1.0,0.0,0.0,0.0,0.689,0.199,0.498,0.487,118.2,0.0
1.0,0.0,0.0,0.0,0.689,0.199,0.498,0.487,118.2,0.0
1.0,0.0,0.0,0.0,0.689,0.199,0.498,0.487,118.2,0.0
1.0,0.0,0.0,0.0,0.689,0.199,0.498,0.487,118.2,0.0
1.0,0.0,0.0,0.0,0.689,0.199,0.498,0.487,118.2,0.0
1.0,0.0,0.0,0.0,0.689,0.199,0.498,0.487,118.2,0.0
1.0,0.0,0.0,0.0,0.689,0.199,0.498,0.487,118.2,0.0
1.0,0.0,0.0,0.0,0.898,0.24,0.192,0.315,118.3,0.0
1.0,0.0,0.0,0.0,0.898,0.24,0.192,0.315,118.3,0.0
1.0,0.0,0.0,0.0,0.898,0.24,0.192,0.315,118.3,0.0
1.0,0.0,0.0,0.0,0.898,0.24,0.192,0.315,118.3,0.0
1.0,0.0,0.0,0.0,0.932,0.162,-0.322,0.03,99.3,0.0
1.0,0.0,0.0,0.0,0.932,0.162,-0.322,0.03,99.3,0.0
1.0,0.0,0.0,0.0,0.932,0.162,-0.322,0.03,99.3,0.0
1.0,0.0,0.0,0.0,0.932,0.158,-0.326,0.027,98.8,0.0
1.0,0.0,0.0,0.0,0.932,0.158,-0.326,0.027,98.8,0.0
1.0,0.0,0.0,0.0,0.932,0.158,-0.326,0.027,98.8,0.0
1.0,0.0,0.0,0.0,0.932,0.158,-0.326,0.027,98.8,0.0
1.0,0.0,0.0,0.0,0.932,0.158,-0.326,0.027,98.8,0.0
1.0,0.0,0.0,0.0,0.932,0.158,-0.326,0.027,98.8,0.0
1.0,0.0,0.0,0.0,0.883,0.308,-0.239,-0.26,71.8,0.0
1.0,0.0,0.0,0.0,0.883,0.308,-0.239,-0.26,71.8,0.0
1.0,0.0,0.0,0.0,0.883,0.308,-0.239,-0.26,71.8,0.0
1.0,0.0,0.0,0.0,0.883,0.308,-0.239,-0.26,71.8,0.0
1.0,0.0,0.0,0.0,0.883,0.308,-0.239,-0.26,71.8,0.0
1.0,0.0,0.0,0.0,0.415,0.14,-0.599,-0.67,67.2,0.0
1.0,0.0,0.0,0.0,0.384,0.664,0.443,0.464,76.6,0.0
1.0,0.0,0.0,0.0,0.287,0.524,0.54,0.593,76.9,0.0
1.0,0.0,0.0,0.0,0.347,0.375,0.533,0.675,94.0,0.0
1.0,0.0,0.0,0.0,0.38,0.45,0.576,0.567,85.0,0.0
1.0,0.0,0.0,0.0,0.38,0.45,0.576,0.567,85.0,0.0
1.0,0.0,0.0,0.0,0.38,0.45,0.576,0.567,85.0,0.0
1.0,0.0,0.0,0.0,0.38,0.45,0.576,0.567,85.0,0.0
1.0,0.0,0.0,0.0,0.38,0.45,0.576,0.567,85.0,0.0
1.0,0.0,0.0,0.0,0.38,0.45,0.576,0.567,85.0,0.0
1.0,0.0,0.0,0.0,0.38,0.45,0.576,0.567,85.0,0.0
1.0,0.0,0.0,0.0,0.38,0.45,0.576,0.567,85.0,0.0
1.0,0.0,0.0,0.0,0.38,0.45,0.576,0.567,85.0,0.0
1.0,0.0,0.0,0.0,0.38,0.45,0.576,0.567,85.0,0.0
1.0,0.0,0.0,0.0,0.345,0.438,0.667,0.494,75.9,0.0
1.0,0.0,0.0,0.0,0.311,0.425,0.705,0.476,72.4,0.0
1.0,0.0,0.0,0.0,0.311,0.425,0.705,0.476,72.4,0.0
1.0,0.0,0.0,0.0,0.311,0.425,0.705,0.476,72.4,0.0
1.0,0.0,0.0,0.0,0.311,0.425,0.705,0.476,72.4,0.0
1.0,0.0,0.0,0.0,0.311,0.425,0.705,0.476,72.4,0.0
1.0,0.0,0.0,0.0,0.311,0.425,0.705,0.476,72.4,0.0
1.0,0.0,0.0,0.0,0.311,0.425,0.705,0.476,72.4,0.0
1.0,0.0,0.0,0.0,0.311,0.425,0.705,0.476,72.4,0.0
1.0,0.0,0.0,0.0,0.29,0.396,0.73,0.475,72.4,0.0
1.0,0.0,0.0,0.0,0.29,0.396,0.73,0.475,72.4,0.0
1.0,0.0,0.0,0.0,0.29,0.396,0.73,0.475,72.4,0.0
1.0,0.0,0.0,0.0,0.29,0.396,0.73,0.475,72.4,0.0
1.0,0.0,0.0,0.0,0.285,0.387,0.737,0.476,72.6,0.0
1.0,0.0,0.0,0.0,0.285,0.387,0.737,0.476,72.6,0.0
1.0,0.0,0.0,0.0,0.282,0.382,0.74,0.475,72.7,0.0
1.0,0.0,0.0,0.0,0.282,0.382,0.74,0.475,72.7,0.0
1.0,0.0,0.0,0.0,0.282,0.382,0.74,0.475,72.7,0.0
1.0,0.0,0.0,0.0,0.282,0.382,0.741,0.475,72.7,0.0
1.0,0.0,0.0,0.0,0.282,0.382,0.741,0.475,72.7,0.0
1.0,0.0,0.0,0.0,0.282,0.382,0.741,0.475,72.7,0.0
1.0,0.0,0.0,0.0,0.282,0.382,0.741,0.475,72.7,0.0
1.0,0.0,0.0,0.0,0.282,0.382,0.741,0.475,72.7,0.0
1.0,0.0,0.0,0.0,0.282,0.382,0.741,0.475,72.7,0.0
1.0,0.0,0.0,0.0,0.282,0.382,0.741,0.475,72.7,0.0
1.0,0.0,0.0,0.0,0.344,0.4,0.833,0.169,56.7,0.0
1.0,0.0,0.0,0.0,0.319,0.444,0.838,0.01,42.5,0.0
1.0,0.0,0.0,0.0,0.305,0.462,0.832,-0.021,38.6,0.0
1.0,0.0,0.0,0.0,0.305,0.462,0.832,-0.021,38.6,0.0
1.0,0.0,0.0,0.0,0.305,0.462,0.832,-0.021,38.6,0.0
1.0,0.0,0.0,0.0,0.305,0.462,0.832,-0.021,38.6,0.0
1.0,0.0,0.0,0.0,0.346,0.472,0.811,-0.018,39.0,0.0
1.0,0.0,0.0,0.0,0.346,0.472,0.811,-0.018,39.0,0.0
1.0,0.0,0.0,0.0,0.346,0.472,0.811,-0.018,39.0,0.0
1.0,0.0,0.0,0.0,0.497,0.544,0.664,0.13,53.7,0.0
1.0,0.0,0.0,0.0,0.497,0.544,0.664,0.13,53.7,0.0
1.0,0.0,0.0,0.0,0.497,0.544,0.664,0.13,53.7,0.0
1.0,0.0,0.0,0.0,0.497,0.544,0.664,0.13,53.7,0.0
1.0,0.0,0.0,0.0,0.497,0.544,0.664,0.13,53.7,0.0
1.0,0.0,0.0,0.0,0.497,0.544,0.664,0.13,53.7,0.0
1.0,0.0,0.0,0.0,0.557,0.569,0.564,0.216,66.3,0.0
1.0,0.0,0.0,0.0,0.574,0.581,0.481,0.318,78.8,0.0
1.0,0.0,0.0,0.0,0.574,0.581,0.481,0.318,78.8,0.0
1.0,0.0,0.0,0.0,0.574,0.581,0.481,0.318,78.8,0.0
1.0,0.0,0.0,0.0,0.574,0.581,0.481,0.318,78.8,0.0
1.0,0.0,0.0,0.0,0.574,0.581,0.481,0.318,78.8,0.0
1.0,0.0,0.0,0.0,0.574,0.581,0.481,0.318,78.8,0.0
1.0,0.0,0.0,0.0,0.574,0.581,0.481,0.318,78.8,0.0
1.0,0.0,0.0,0.0,0.58,0.575,0.396,0.42,91.8,0.0
1.0,0.0,0.0,0.0,0.58,0.575,0.396,0.42,91.8,0.0
1.0,0.0,0.0,0.0,0.58,0.575,0.396,0.42,91.8,0.0
1.0,0.0,0.0,0.0,0.583,0.533,0.295,0.537,108.2,0.0
1.0,0.0,0.0,0.0,0.583,0.533,0.295,0.537,108.2,0.0
1.0,0.0,0.0,0.0,0.583,0.533,0.295,0.537,108.2,0.0
1.0,0.0,0.0,0.0,0.583,0.533,0.295,0.537,108.2,0.0
1.0,0.0,0.0,0.0,0.583,0.533,0.295,0.537,108.2,0.0
1.0,0.0,0.0,0.0,0.583,0.533,0.295,0.537,108.2,0.0
1.0,0.0,0.0,0.0,0.553,0.487,0.202,0.645,121.2,0.0
1.0,0.0,0.0,0.0,0.553,0.487,0.202,0.645,121.2,0.0
1.0,0.0,0.0,0.0,0.553,0.487,0.202,0.645,121.2,0.0
1.0,0.0,0.0,0.0,0.553,0.487,0.202,0.645,121.1,0.0
1.0,0.0,0.0,0.0,0.553,0.487,0.202,0.645,121.1,0.0
1.0,0.0,0.0,0.0,0.553,0.487,0.202,0.645,121.1,0.0
1.0,0.0,0.0,0.0,0.553,0.487,0.202,0.645,121.1,0.0
1.0,0.0,0.0,0.0,0.623,0.409,0.57,0.347,88.1,0.0
1.0,0.0,0.0,0.0,0.623,0.409,0.57,0.347,88.1,0.0
1.0,0.0,0.0,0.0,0.623,0.409,0.57,0.347,88.1,0.0
1.0,0.0,0.0,0.0,0.623,0.409,0.57,0.347,88.1,0.0
1.0,0.0,0.0,0.0,0.623,0.409,0.57,0.347,88.1,0.0
1.0,0.0,0.0,0.0,0.623,0.409,0.57,0.347,88.1,0.0
1.0,0.0,0.0,0.0,0.623,0.409,0.57,0.347,88.1,0.0
1.0,0.0,0.0,0.0,0.623,0.409,0.57,0.347,88.1,0.0
1.0,0.0,0.0,0.0,0.623,0.409,0.57,0.347,88.1,0.0
1.0,0.0,0.0,0.0,0.623,0.409,0.57,0.347,88.1,0.0
1.0,0.0,0.0,0.0,0.623,0.409,0.57,0.347,88.1,0.0
1.0,0.0,0.0,0.0,0.622,0.428,0.6,0.262,79.2,0.0
1.0,0.0,0.0,0.0,0.622,0.428,0.6,0.262,79.2,0.0
1.0,0.0,0.0,0.0,0.622,0.428,0.6,0.262,79.2,0.0
1.0,0.0,0.0,0.0,0.622,0.428,0.6,0.262,79.2,0.0
1.0,0.0,0.0,0.0,0.63,0.413,0.635,0.173,72.2,0.0
1.0,0.0,0.0,0.0,0.63,0.413,0.635,0.173,72.2,0.0
1.0,0.0,0.0,0.0,0.63,0.412,0.635,0.172,72.1,0.0
1.0,0.0,0.0,0.0,0.63,0.412,0.635,0.172,72.1,0.0
1.0,0.0,0.0,0.0,0.63,0.412,0.635,0.172,72.1,0.0
1.0,0.0,0.0,0.0,0.63,0.412,0.635,0.172,72.1,0.0
1.0,0.0,0.0,0.0,0.63,0.412,0.635,0.172,72.1,0.0
1.0,0.0,0.0,0.0,0.63,0.412,0.635,0.172,72.1,0.0
1.0,0.0,0.0,0.0,0.72,0.317,0.616,-0.047,62.7,0.0
1.0,0.0,0.0,0.0,0.72,0.317,0.616,-0.047,62.7,0.0
1.0,0.0,0.0,0.0,0.72,0.317,0.616,-0.047,62.7,0.0
1.0,0.0,0.0,0.0,0.72,0.317,0.616,-0.047,62.7,0.0
1.0,0.0,0.0,0.0,0.731,0.335,0.595,0.012,67.6,0.0
1.0,0.0,0.0,0.0,0.731,0.342,0.59,0.023,68.3,0.0
1.0,0.0,0.0,0.0,0.731,0.342,0.59,0.023,68.3,0.0
1.0,0.0,0.0,0.0,0.731,0.342,0.59,0.023,68.3,0.0
1.0,0.0,0.0,0.0,0.737,0.349,0.578,0.041,70.0,0.0
1.0,0.0,0.0,0.0,0.737,0.349,0.578,0.041,70.0,0.0
1.0,0.0,0.0,0.0,0.737,0.349,0.578,0.041,70.0,0.0
1.0,0.0,0.0,0.0,0.737,0.349,0.578,0.041,70.0,0.0
1.0,0.0,0.0,0.0,0.737,0.349,0.578,0.041,70.0,0.0
1.0,0.0,0.0,0.0,0.737,0.349,0.578,0.041,70.0,0.0
1.0,0.0,0.0,0.0,0.737,0.349,0.578,0.041,70.0,0.0
1.0,0.0,0.0,0.0,0.737,0.349,0.578,0.041,70.0,0.0
1.0,0.0,0.0,0.0,0.766,0.349,0.534,0.078,75.3,0.0
1.0,0.0,0.0,0.0,0.766,0.349,0.534,0.078,75.3,0.0
1.0,0.0,0.0,0.0,0.766,0.349,0.534,0.078,75.3,0.0
1.0,0.0,0.0,0.0,0.778,0.352,0.51,0.109,79.1,0.0
1.0,0.0,0.0,0.0,0.778,0.352,0.51,0.109,79.1,0.0
1.0,0.0,0.0,0.0,0.778,0.352,0.51,0.109,79.1,0.0
1.0,0.0,0.0,0.0,0.778,0.352,0.51,0.109,79.1,0.0
1.0,0.0,0.0,0.0,0.774,0.365,0.501,0.127,80.3,0.0
1.0,0.0,0.0,0.0,0.774,0.365,0.501,0.127,80.3,0.0
1.0,0.0,0.0,0.0,0.774,0.365,0.501,0.127,80.3,0.0
1.0,0.0,0.0,0.0,0.77,0.378,0.49,0.153,82.2,0.0
1.0,0.0,0.0,0.0,0.77,0.379,0.49,0.154,82.3,0.0
1.0,0.0,0.0,0.0,0.77,0.379,0.49,0.154,82.3,0.0
1.0,0.0,0.0,0.0,0.77,0.379,0.49,0.154,82.3,0.0
1.0,0.0,0.0,0.0,0.77,0.379,0.49,0.154,82.3,0.0
1.0,0.0,0.0,0.0,0.757,0.41,0.469,0.197,85.0,0.0
1.0,0.0,0.0,0.0,0.735,0.449,0.44,0.256,88.9,0.0
1.0,0.0,0.0,0.0,0.735,0.449,0.44,0.256,88.9,0.0
1.0,0.0,0.0,0.0,0.735,0.449,0.44,0.256,88.9,0.0
1.0,0.0,0.0,0.0,0.735,0.449,0.44,0.256,88.9,0.0
1.0,0.0,0.0,0.0,0.735,0.449,0.44,0.256,88.9,0.0
1.0,0.0,0.0,0.0,0.735,0.449,0.44,0.256,88.9,0.0
1.0,0.0,0.0,0.0,0.679,0.506,0.397,0.353,94.4,0.0
1.0,0.0,0.0,0.0,0.613,0.548,0.374,0.429,96.6,0.0
1.0,0.0,0.0,0.0,0.613,0.548,0.374,0.429,96.6,0.0
1.0,0.0,0.0,0.0,0.613,0.548,0.374,0.429,96.6,0.0
1.0,0.0,0.0,0.0,0.613,0.548,0.374,0.429,96.6,0.0
1.0,0.0,0.0,0.0,0.613,0.548,0.374,0.429,96.6,0.0
1.0,0.0,0.0,0.0,0.613,0.548,0.374,0.429,96.6,0.0
1.0,0.0,0.0,0.0,0.613,0.548,0.374,0.429,96.6,0.0
1.0,0.0,0.0,0.0,0.613,0.548,0.374,0.429,96.6,0.0
1.0,0.0,0.0,0.0,0.613,0.548,0.374,0.429,96.6,0.0
1.0,0.0,0.0,0.0,0.744,0.392,0.407,0.357,102.3,0.0
1.0,0.0,0.0,0.0,0.744,0.392,0.407,0.357,102.3,0.0
1.0,0.0,0.0,0.0,0.739,0.405,0.362,0.397,107.1,0.0
1.0,0.0,0.0,0.0,0.739,0.405,0.362,0.397,107.1,0.0
1.0,0.0,0.0,0.0,0.687,0.452,0.301,0.483,113.1,0.0
1.0,0.0,0.0,0.0,0.687,0.452,0.301,0.483,113.1,0.0
1.0,0.0,0.0,0.0,0.626,0.491,0.263,0.546,115.2,0.0
1.0,0.0,0.0,0.0,0.626,0.491,0.263,0.546,115.2,0.0
1.0,0.0,0.0,0.0,0.628,0.491,0.254,0.548,116.1,0.0
1.0,0.0,0.0,0.0,0.628,0.491,0.254,0.548,116.1,0.0
