Humerus_w,Humerus_x,Humerus_y,Humerus_z,Radius_w,Radius_x,Radius_y,Radius_z,Rotation_Angle,Force
1.0,0.0,0.0,0.0,0.273,0.278,-0.77,-0.506,98.7,0.0
1.0,0.0,0.0,0.0,0.273,0.278,-0.77,-0.506,98.7,0.0
1.0,0.0,0.0,0.0,0.273,0.278,-0.77,-0.506,98.7,0.0
1.0,0.0,0.0,0.0,0.273,0.278,-0.77,-0.506,98.7,0.0
1.0,0.0,0.0,0.0,0.273,0.278,-0.77,-0.506,98.7,0.0
1.0,0.0,0.0,0.0,0.193,0.292,-0.864,-0.363,111.3,0.0
1.0,0.0,0.0,0.0,0.182,0.311,-0.869,-0.338,114.8,0.0
1.0,0.0,0.0,0.0,0.182,0.311,-0.869,-0.338,114.8,0.0
1.0,0.0,0.0,0.0,0.182,0.311,-0.869,-0.338,114.8,0.0
1.0,0.0,0.0,0.0,0.221,0.308,-0.785,-0.49,105.5,0.0
1.0,0.0,0.0,0.0,0.257,0.208,-0.668,-0.667,86.3,0.0
1.0,0.0,0.0,0.0,0.275,0.243,-0.651,-0.664,87.1,0.0
1.0,0.0,0.0,0.0,0.275,0.243,-0.651,-0.664,87.1,0.0
1.0,0.0,0.0,0.0,0.275,0.243,-0.651,-0.664,87.1,0.0
1.0,0.0,0.0,0.0,0.275,0.243,-0.651,-0.664,87.1,0.0
1.0,0.0,0.0,0.0,0.275,0.243,-0.651,-0.664,87.1,0.0
1.0,0.0,0.0,0.0,0.275,0.243,-0.651,-0.664,87.1,0.0
1.0,0.0,0.0,0.0,0.275,0.243,-0.651,-0.664,87.1,0.0
1.0,0.0,0.0,0.0,0.275,0.243,-0.651,-0.664,87.1,0.0
1.0,0.0,0.0,0.0,0.275,0.243,-0.651,-0.664,87.1,0.0
1.0,0.0,0.0,0.0,0.279,0.205,-0.619,-0.705,82.0,0.0
1.0,0.0,0.0,0.0,0.279,0.205,-0.619,-0.705,82.0,0.0
1.0,0.0,0.0,0.0,0.279,0.205,-0.619,-0.705,82.0,0.0
1.0,0.0,0.0,0.0,0.279,0.205,-0.619,-0.705,82.0,0.0
1.0,0.0,0.0,0.0,0.25,0.147,-0.577,-0.764,77.7,0.0
1.0,0.0,0.0,0.0,0.25,0.147,-0.577,-0.764,77.7,0.0
1.0,0.0,0.0,0.0,0.225,0.176,-0.564,-0.775,81.3,0.0
1.0,0.0,0.0,0.0,0.225,0.176,-0.564,-0.775,81.3,0.0
1.0,0.0,0.0,0.0,0.225,0.176,-0.564,-0.775,81.3,0.0
1.0,0.0,0.0,0.0,0.225,0.176,-0.564,-0.775,81.3,0.0
1.0,0.0,0.0,0.0,0.225,0.176,-0.564,-0.775,81.3,0.0
1.0,0.0,0.0,0.0,0.225,0.176,-0.564,-0.775,81.3,0.0
1.0,0.0,0.0,0.0,0.225,0.176,-0.564,-0.775,81.3,0.0
1.0,0.0,0.0,0.0,0.225,0.176,-0.564,-0.775,81.3,0.0
1.0,0.0,0.0,0.0,0.225,0.176,-0.564,-0.775,81.3,0.0
1.0,0.0,0.0,0.0,0.225,0.176,-0.564,-0.775,81.3,0.0
1.0,0.0,0.0,0.0,0.225,0.176,-0.564,-0.775,81.3,0.0
1.0,0.0,0.0,0.0,0.225,0.176,-0.564,-0.775,81.3,0.0
1.0,0.0,0.0,0.0,0.225,0.176,-0.564,-0.775,81.3,0.0
1.0,0.0,0.0,0.0,0.225,0.176,-0.564,-0.775,81.3,0.0
1.0,0.0,0.0,0.0,0.225,0.176,-0.564,-0.775,81.3,0.0
1.0,0.0,0.0,0.0,0.225,0.176,-0.564,-0.775,81.3,0.0
1.0,0.0,0.0,0.0,0.225,0.176,-0.564,-0.775,81.3,0.0
1.0,0.0,0.0,0.0,0.225,0.176,-0.564,-0.775,81.3,0.0
1.0,0.0,0.0,0.0,0.187,0.368,-0.779,-0.473,113.4,0.0
1.0,0.0,0.0,0.0,0.187,0.368,-0.779,-0.473,113.4,0.0
1.0,0.0,0.0,0.0,0.187,0.368,-0.779,-0.473,113.4,0.0
1.0,0.0,0.0,0.0,0.172,0.387,-0.786,-0.45,116.9,0.0
1.0,0.0,0.0,0.0,0.23,0.291,-0.511,-0.776,86.6,0.0
1.0,0.0,0.0,0.0,0.23,0.291,-0.511,-0.776,86.6,0.0
1.0,0.0,0.0,0.0,0.23,0.291,-0.511,-0.776,86.6,0.0
1.0,0.0,0.0,0.0,0.23,0.291,-0.511,-0.776,86.6,0.0
1.0,0.0,0.0,0.0,0.232,0.302,-0.542,-0.75,88.8,0.0
1.0,0.0,0.0,0.0,0.232,0.329,-0.685,-0.607,99.7,0.0
1.0,0.0,0.0,0.0,0.232,0.329,-0.685,-0.607,99.7,0.0
1.0,0.0,0.0,0.0,0.232,0.329,-0.685,-0.607,99.7,0.0
1.0,0.0,0.0,0.0,0.232,0.329,-0.685,-0.607,99.7,0.0
1.0,0.0,0.0,0.0,0.232,0.329,-0.685,-0.607,99.7,0.0
1.0,0.0,0.0,0.0,0.232,0.329,-0.685,-0.607,99.7,0.0
1.0,0.0,0.0,0.0,0.232,0.329,-0.685,-0.607,99.7,0.0
1.0,0.0,0.0,0.0,0.213,0.359,-0.721,-0.553,106.4,0.0
1.0,0.0,0.0,0.0,0.213,0.359,-0.721,-0.553,106.4,0.0
1.0,0.0,0.0,0.0,0.213,0.359,-0.721,-0.553,106.4,0.0
1.0,0.0,0.0,0.0,0.197,0.388,-0.726,-0.532,110.7,0.0
1.0,0.0,0.0,0.0,0.197,0.388,-0.726,-0.532,110.7,0.0
1.0,0.0,0.0,0.0,0.197,0.388,-0.726,-0.532,110.7,0.0
1.0,0.0,0.0,0.0,0.202,0.391,-0.719,-0.538,110.1,0.0
1.0,0.0,0.0,0.0,0.202,0.391,-0.719,-0.538,110.1,0.0
1.0,0.0,0.0,0.0,0.205,0.39,-0.717,-0.541,109.7,0.0
1.0,0.0,0.0,0.0,0.205,0.39,-0.717,-0.541,109.7,0.0
