Humerus_w,Humerus_x,Humerus_y,Humerus_z,Radius_w,Radius_x,Radius_y,Radius_z,Rotation_Angle,Force
1.0,0.0,0.0,0.0,0.954,0.237,0.151,0.106,97.5,0.0
1.0,0.0,0.0,0.0,0.954,0.237,0.151,0.106,97.5,0.0
1.0,0.0,0.0,0.0,0.954,0.237,0.151,0.106,97.5,0.0
1.0,0.0,0.0,0.0,0.954,0.237,0.151,0.106,97.5,0.0
1.0,0.0,0.0,0.0,0.989,0.069,0.091,-0.096,78.3,0.0
1.0,0.0,0.0,0.0,0.989,0.069,0.091,-0.096,78.3,0.0
1.0,0.0,0.0,0.0,0.989,0.069,0.091,-0.096,78.3,0.0
1.0,0.0,0.0,0.0,0.989,0.069,0.091,-0.096,78.3,0.0
1.0,0.0,0.0,0.0,0.989,0.069,0.091,-0.096,78.3,0.0
1.0,0.0,0.0,0.0,0.985,0.03,0.095,-0.139,73.8,0.0
1.0,0.0,0.0,0.0,0.984,0.022,0.092,-0.151,72.5,0.0
1.0,0.0,0.0,0.0,0.984,0.019,0.093,-0.151,72.5,0.0
1.0,0.0,0.0,0.0,0.984,0.019,0.093,-0.151,72.5,0.0
1.0,0.0,0.0,0.0,0.984,0.019,0.093,-0.151,72.5,0.0
1.0,0.0,0.0,0.0,0.984,0.019,0.093,-0.151,72.5,0.0
1.0,0.0,0.0,0.0,0.983,0.029,0.085,-0.158,71.6,0.0
1.0,0.0,0.0,0.0,0.983,0.029,0.085,-0.158,71.6,0.0
1.0,0.0,0.0,0.0,0.983,0.095,0.047,-0.148,72.6,0.0
1.0,0.0,0.0,0.0,0.983,0.095,0.047,-0.148,72.6,0.0
1.0,0.0,0.0,0.0,0.983,0.095,0.047,-0.148,72.6,0.0
1.0,0.0,0.0,0.0,0.977,0.153,0.036,-0.144,72.9,0.0
1.0,0.0,0.0,0.0,0.966,0.224,0.043,-0.124,75.0,0.0
1.0,0.0,0.0,0.0,0.966,0.224,0.043,-0.124,75.0,0.0
1.0,0.0,0.0,0.0,0.966,0.224,0.043,-0.124,75.0,0.0
1.0,0.0,0.0,0.0,0.966,0.224,0.043,-0.124,75.0,0.0
1.0,0.0,0.0,0.0,0.949,0.294,0.059,-0.093,77.8,0.0
1.0,0.0,0.0,0.0,0.949,0.294,0.059,-0.093,77.8,0.0
1.0,0.0,0.0,0.0,0.913,0.398,0.088,0.014,87.4,0.0
1.0,0.0,0.0,0.0,0.913,0.398,0.088,0.014,87.4,0.0
1.0,0.0,0.0,0.0,0.913,0.398,0.088,0.014,87.4,0.0
1.0,0.0,0.0,0.0,0.891,0.433,0.112,0.077,92.3,0.0
1.0,0.0,0.0,0.0,0.891,0.433,0.112,0.077,92.3,0.0
1.0,0.0,0.0,0.0,0.871,0.457,0.133,0.119,94.9,0.0
1.0,0.0,0.0,0.0,0.871,0.457,0.133,0.119,94.9,0.0
1.0,0.0,0.0,0.0,0.858,0.471,0.148,0.142,96.0,0.0
1.0,0.0,0.0,0.0,0.858,0.471,0.148,0.142,96.0,0.0
1.0,0.0,0.0,0.0,0.858,0.471,0.148,0.142,96.0,0.0
1.0,0.0,0.0,0.0,0.858,0.471,0.148,0.142,96.0,0.0
1.0,0.0,0.0,0.0,0.858,0.471,0.148,0.142,96.0,0.0
1.0,0.0,0.0,0.0,0.858,0.471,0.148,0.142,96.0,0.0
1.0,0.0,0.0,0.0,0.858,0.471,0.148,0.142,96.0,0.0
1.0,0.0,0.0,0.0,0.858,0.471,0.148,0.142,96.0,0.0
1.0,0.0,0.0,0.0,0.858,0.471,0.148,0.142,96.0,0.0
1.0,0.0,0.0,0.0,0.85,0.474,0.163,0.161,96.8,0.0
1.0,0.0,0.0,0.0,0.837,0.483,0.187,0.177,96.7,0.0
1.0,0.0,0.0,0.0,0.835,0.483,0.192,0.181,96.7,0.0
1.0,0.0,0.0,0.0,0.958,0.236,0.137,0.083,95.4,0.0
1.0,0.0,0.0,0.0,0.979,0.171,0.108,0.005,88.5,0.0
1.0,0.0,0.0,0.0,0.979,0.171,0.108,0.005,88.5,0.0
1.0,0.0,0.0,0.0,0.979,0.171,0.108,0.005,88.5,0.0
1.0,0.0,0.0,0.0,0.979,0.171,0.108,0.005,88.5,0.0
1.0,0.0,0.0,0.0,0.979,0.171,0.108,0.005,88.5,0.0
1.0,0.0,0.0,0.0,0.979,0.171,0.108,0.005,88.5,0.0
1.0,0.0,0.0,0.0,0.983,0.038,0.074,-0.163,70.9,0.0
1.0,0.0,0.0,0.0,0.983,0.038,0.074,-0.163,70.9,0.0
1.0,0.0,0.0,0.0,0.981,0.033,0.074,-0.177,69.4,0.0
1.0,0.0,0.0,0.0,0.981,0.033,0.074,-0.177,69.4,0.0
1.0,0.0,0.0,0.0,0.981,0.033,0.074,-0.177,69.4,0.0
1.0,0.0,0.0,0.0,0.981,0.033,0.074,-0.177,69.4,0.0
1.0,0.0,0.0,0.0,0.978,0.03,0.069,-0.197,67.1,0.0
1.0,0.0,0.0,0.0,0.978,0.03,0.069,-0.197,67.1,0.0
1.0,0.0,0.0,0.0,0.978,0.03,0.069,-0.197,67.1,0.0
1.0,0.0,0.0,0.0,0.978,0.03,0.069,-0.197,67.1,0.0
1.0,0.0,0.0,0.0,0.975,0.104,0.05,-0.191,67.5,0.0
1.0,0.0,0.0,0.0,0.975,0.104,0.05,-0.191,67.5,0.0
1.0,0.0,0.0,0.0,0.966,0.195,0.036,-0.163,70.7,0.0
1.0,0.0,0.0,0.0,0.966,0.195,0.036,-0.163,70.7,0.0
1.0,0.0,0.0,0.0,0.948,0.293,0.038,-0.113,76.3,0.0
1.0,0.0,0.0,0.0,0.948,0.293,0.038,-0.113,76.3,0.0
1.0,0.0,0.0,0.0,0.948,0.293,0.038,-0.113,76.3,0.0
1.0,0.0,0.0,0.0,0.948,0.293,0.038,-0.113,76.3,0.0
1.0,0.0,0.0,0.0,0.948,0.293,0.038,-0.113,76.3,0.0
1.0,0.0,0.0,0.0,0.929,0.358,0.057,-0.071,80.1,0.0
1.0,0.0,0.0,0.0,0.909,0.41,0.078,-0.013,85.0,0.0
1.0,0.0,0.0,0.0,0.909,0.41,0.078,-0.013,85.0,0.0
1.0,0.0,0.0,0.0,0.881,0.458,0.102,0.054,90.1,0.0
1.0,0.0,0.0,0.0,0.857,0.493,0.114,0.092,92.6,0.0
1.0,0.0,0.0,0.0,0.824,0.533,0.133,0.142,95.3,0.0
1.0,0.0,0.0,0.0,0.824,0.533,0.133,0.142,95.3,0.0
1.0,0.0,0.0,0.0,0.824,0.527,0.14,0.153,95.9,0.0
1.0,0.0,0.0,0.0,0.84,0.498,0.145,0.158,96.9,0.0
1.0,0.0,0.0,0.0,0.84,0.498,0.145,0.158,96.9,0.0
1.0,0.0,0.0,0.0,0.858,0.467,0.143,0.161,98.2,0.0
1.0,0.0,0.0,0.0,0.858,0.467,0.143,0.161,98.2,0.0
1.0,0.0,0.0,0.0,0.858,0.467,0.143,0.161,98.2,0.0
1.0,0.0,0.0,0.0,0.858,0.467,0.143,0.161,98.2,0.0
1.0,0.0,0.0,0.0,0.858,0.467,0.143,0.161,98.2,0.0
1.0,0.0,0.0,0.0,0.858,0.467,0.143,0.161,98.2,0.0
1.0,0.0,0.0,0.0,0.858,0.467,0.143,0.161,98.2,0.0
1.0,0.0,0.0,0.0,0.858,0.467,0.143,0.161,98.2,0.0
1.0,0.0,0.0,0.0,0.885,0.417,0.127,0.166,100.8,0.0
1.0,0.0,0.0,0.0,0.885,0.417,0.127,0.166,100.8,0.0
1.0,0.0,0.0,0.0,0.921,0.336,0.097,0.17,104.4,0.0
1.0,0.0,0.0,0.0,0.921,0.336,0.097,0.17,104.4,0.0
1.0,0.0,0.0,0.0,0.957,0.245,0.062,0.141,103.9,0.0
1.0,0.0,0.0,0.0,0.983,0.175,0.046,0.043,93.9,0.0
1.0,0.0,0.0,0.0,0.994,0.053,0.031,-0.091,79.4,0.0
1.0,0.0,0.0,0.0,0.991,0.027,0.041,-0.125,75.5,0.0
1.0,0.0,0.0,0.0,0.991,0.027,0.041,-0.125,75.5,0.0
1.0,0.0,0.0,0.0,0.991,0.027,0.041,-0.125,75.5,0.0
1.0,0.0,0.0,0.0,0.989,0.022,0.044,-0.136,74.2,0.0
1.0,0.0,0.0,0.0,0.988,0.016,0.044,-0.146,73.1,0.0
1.0,0.0,0.0,0.0,0.988,0.016,0.044,-0.146,73.1,0.0
1.0,0.0,0.0,0.0,0.988,0.016,0.044,-0.146,73.1,0.0
1.0,0.0,0.0,0.0,0.988,0.021,0.04,-0.147,73.0,0.0
1.0,0.0,0.0,0.0,0.986,0.072,0.012,-0.147,73.0,0.0
1.0,0.0,0.0,0.0,0.982,0.107,0.012,-0.156,72.0,0.0
1.0,0.0,0.0,0.0,0.982,0.107,0.012,-0.156,72.0,0.0
1.0,0.0,0.0,0.0,0.982,0.107,0.012,-0.156,72.0,0.0
1.0,0.0,0.0,0.0,0.982,0.107,0.012,-0.156,72.0,0.0
1.0,0.0,0.0,0.0,0.982,0.107,0.012,-0.156,72.0,0.0
1.0,0.0,0.0,0.0,0.982,0.107,0.012,-0.156,72.0,0.0
1.0,0.0,0.0,0.0,0.982,0.107,0.012,-0.156,72.0,0.0
1.0,0.0,0.0,0.0,0.974,0.161,0.024,-0.157,71.8,0.0
1.0,0.0,0.0,0.0,0.963,0.234,0.026,-0.127,75.1,0.0
1.0,0.0,0.0,0.0,0.963,0.234,0.026,-0.127,75.1,0.0
1.0,0.0,0.0,0.0,0.963,0.234,0.026,-0.127,75.1,0.0
1.0,0.0,0.0,0.0,0.952,0.288,0.034,-0.098,78.1,0.0
1.0,0.0,0.0,0.0,0.952,0.288,0.034,-0.098,78.1,0.0
1.0,0.0,0.0,0.0,0.952,0.288,0.034,-0.098,78.1,0.0
1.0,0.0,0.0,0.0,0.952,0.288,0.034,-0.098,78.1,0.0
1.0,0.0,0.0,0.0,0.933,0.352,0.046,-0.053,82.4,0.0
1.0,0.0,0.0,0.0,0.932,0.356,0.046,-0.052,82.5,0.0
1.0,0.0,0.0,0.0,0.932,0.356,0.046,-0.052,82.5,0.0
1.0,0.0,0.0,0.0,0.932,0.356,0.046,-0.052,82.5,0.0
1.0,0.0,0.0,0.0,0.932,0.356,0.046,-0.052,82.5,0.0
1.0,0.0,0.0,0.0,0.932,0.356,0.046,-0.052,82.5,0.0
1.0,0.0,0.0,0.0,0.932,0.356,0.046,-0.052,82.5,0.0
1.0,0.0,0.0,0.0,0.932,0.356,0.046,-0.052,82.5,0.0
1.0,0.0,0.0,0.0,0.932,0.356,0.046,-0.052,82.5,0.0
1.0,0.0,0.0,0.0,0.894,0.435,0.087,0.062,92.1,0.0
1.0,0.0,0.0,0.0,0.894,0.435,0.087,0.062,92.1,0.0
1.0,0.0,0.0,0.0,0.894,0.435,0.087,0.062,92.1,0.0
1.0,0.0,0.0,0.0,0.894,0.435,0.087,0.062,92.1,0.0
1.0,0.0,0.0,0.0,0.901,0.404,0.115,0.113,96.4,0.0
1.0,0.0,0.0,0.0,0.901,0.404,0.115,0.113,96.4,0.0
1.0,0.0,0.0,0.0,0.901,0.404,0.115,0.113,96.4,0.0
1.0,0.0,0.0,0.0,0.901,0.404,0.115,0.113,96.4,0.0
1.0,0.0,0.0,0.0,0.901,0.404,0.115,0.113,96.4,0.0
1.0,0.0,0.0,0.0,0.901,0.404,0.115,0.113,96.4,0.0
1.0,0.0,0.0,0.0,0.901,0.404,0.115,0.113,96.4,0.0
1.0,0.0,0.0,0.0,0.901,0.403,0.115,0.113,96.4,0.0
1.0,0.0,0.0,0.0,0.987,0.07,0.049,-0.134,74.3,0.0
1.0,0.0,0.0,0.0,0.987,0.07,0.049,-0.134,74.3,0.0
1.0,0.0,0.0,0.0,0.987,0.069,0.049,-0.134,74.3,0.0
1.0,0.0,0.0,0.0,0.987,0.069,0.049,-0.133,74.4,0.0
1.0,0.0,0.0,0.0,0.987,0.069,0.049,-0.133,74.4,0.0
1.0,0.0,0.0,0.0,0.988,0.071,0.049,-0.132,74.5,0.0
